experiment,variant,dataset,stage,method,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,crps_mean,crps_std,picp_mean,picp_std,mpiw_mean,mpiw_std,interval_score_mean,interval_score_std,calib_err_mean,calib_err_std,pred_sd_mean,pred_sd_std,fit_s_mean,fit_s_std,params_mean,params_std,censored_frac_mean,censored_frac_std,n_seeds,seeds,axis:dataset.censor_frac,train_rows_mean,train_rows_std,n_dead_mean,n_dead_std,crps_full_mean,crps_full_std,crps_exact_marginal_mean,crps_exact_marginal_std,crps_imputed_mean,crps_imputed_std,rmse_full_mean,rmse_full_std,rmse_exact_marginal_mean,rmse_exact_marginal_std,rmse_imputed_mean,rmse_imputed_std,picp_exact_marginal_mean,picp_exact_marginal_std,picp_imputed_mean,picp_imputed_std
synthetic_rul,censor_frac-0.5,synthetic,rul,SurvivalPC (drop censored),24.381721095416612,1.3969956613235261,18.947433357886172,1.8901172397313577,39108.33009354643,25387.390766091394,11.66140047918275,0.8336592747612978,0.5192358252215511,0.02670728283329715,60.10720852463155,5.610663509852643,107.94208537610227,2.6741800095614274,0.15914946629751883,0.07704714348303118,36.001275380452476,0.6905677992552218,1.6344164212544758,0.31003582722243817,16320.0,0.0,0.449928879737854,0.07544084290616622,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.5,synthetic,rul,SurvivalPC (exact censored lik.),23.884819674028346,2.065027659198969,17.319819808161128,1.0053403453401943,61966.793356207905,33807.28420142898,11.736686171525761,1.2392112734951375,0.4670180440050464,0.059626594966941365,49.83613310385453,11.958640884105716,120.63104801908071,19.01995770652706,0.14655835709023968,0.03343087077730165,38.351601918538414,0.8021507106020993,4.132235844930013,0.28211988013023936,16320.0,0.0,0.449928879737854,0.07544084290616622,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.5,synthetic,rul,ridge regression,25.91014642692306,2.523296791175398,21.020973413349147,2.8970240797120814,22193.955924146703,11298.859306365966,,,,,,,,,,,,,0.0006520748138427734,8.75463802521802e-05,,,,,3,"[0, 1, 2]",0.5,1145.3333333333333,255.38467717021186,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.5,synthetic,rul,MLP regressor,31.161028738124102,1.3451547745783845,24.54340203779775,1.3361644766484584,62283.26403900824,25334.42072838531,,,,,,,,,,,,,0.17240103085835776,0.03888894408341279,,,,,3,"[0, 1, 2]",0.5,1145.3333333333333,255.38467717021186,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.5,synthetic,rul,quantile reg. + conformal (CQR),34.63341532442923,1.9679989348347688,27.42203555496951,1.8875885681718452,97662.27360121098,26761.925901252445,,,0.8043912043490994,0.03149483834371643,90.97005844155719,4.824338129587999,165.686600890542,27.821614244612498,,,,,0.18462578455607095,0.01887599397941464,,,,,3,"[0, 1, 2]",0.5,1145.3333333333333,255.38467717021186,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.7,synthetic,rul,SurvivalPC (drop censored),24.385622228568106,2.819245314468204,19.416305778773363,3.047861658957856,35188.26405527036,19212.740267242636,11.597766206224856,1.6119051867608971,0.5204609562292127,0.02188040663057702,63.285053116629996,10.784361335207123,105.20778461558307,6.5339995921208045,0.11742832393029663,0.00419770662776237,33.498603185017906,2.81628435757674,1.1639177799224854,0.244923955853391,16320.0,0.0,0.6594059665997823,0.08424862832327637,3,"[0, 1, 2]",0.7,,,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.7,synthetic,rul,SurvivalPC (exact censored lik.),27.30418378205752,3.610808065649185,19.223192493717217,2.532954851484201,100151.50614726315,73218.60352072243,13.932114764128949,2.4344829826173164,0.40568938039529123,0.01133680466687581,41.79769198306647,2.667488500074059,152.47011935481234,19.192879468453476,0.147388299142956,0.006342317207508688,35.49491882324219,1.5440842946389868,3.7735041777292886,0.23044931497077156,16320.0,0.0,0.6594059665997823,0.08424862832327637,3,"[0, 1, 2]",0.7,,,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.7,synthetic,rul,ridge regression,25.94543886921791,3.303608277460979,20.81132175487822,2.2889603795548012,43081.812535446494,41472.321164289686,,,,,,,,,,,,,0.0004134972890218099,5.960861828592971e-05,,,,,3,"[0, 1, 2]",0.7,624.3333333333334,147.00113378247576,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.7,synthetic,rul,MLP regressor,32.65933928494616,4.085707034204759,25.725675628655498,3.4899960336743896,819898.7076431314,1099715.6444850045,,,,,,,,,,,,,0.11729160944620769,0.012807034635646355,,,,,3,"[0, 1, 2]",0.7,624.3333333333334,147.00113378247576,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.7,synthetic,rul,quantile reg. + conformal (CQR),35.14106774450263,4.5303299859404325,27.245673334587575,3.925331322965075,350602.306167338,354356.8747414197,,,0.9090418183219039,0.035479268049878866,130.17253879533197,9.358492178933124,171.45258140171407,33.04953489921284,,,,,0.14422829945882162,0.03662628490032191,,,,,3,"[0, 1, 2]",0.7,624.3333333333334,147.00113378247576,,,,,,,,,,,,,,,,,,
synthetic_rul,censor_frac-0.2,synthetic,rul_partial,PC · 3 dead sensors,,,,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",0.2,,,3.0,0.0,11.563735610656012,2.180607227671529,11.832476999886568,1.8598218862285867,12.153727658417154,1.6577570559506656,24.20791976862105,2.8303661464208965,24.83671942296723,2.2635893533458415,25.357313220592317,2.016211417615598,0.5039352630427698,0.02229683015005391,0.4970679302044432,0.029585907490367734
synthetic_rul,censor_frac-0.35,synthetic,rul_partial,PC · 3 dead sensors,,,,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",0.35,,,3.0,0.0,12.653020400404804,1.0090828137368169,13.21299299944675,0.7439021173281043,13.559026375384676,0.46056975437482767,25.497787336357458,1.9715108027541077,26.419594773717023,1.4629139815548418,26.909425456008417,0.8067277994587174,0.4828373199756782,0.020670833427048906,0.4592197374484795,0.01998083120591178
synthetic_rul,censor_frac-0.5,synthetic,rul_partial,PC · 3 dead sensors,,,,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",0.5,,,3.0,0.0,11.736686171525761,1.2392112734951375,12.05021032752569,1.1598693357500327,12.871121262339479,1.9494704688082674,23.884819674028346,2.065027659198969,24.512693414362193,1.930073797480651,25.67487882083529,3.003121951562817,0.47178770742383774,0.054804984237398414,0.4382353045811959,0.09292964463294469
synthetic_rul,censor_frac-0.7,synthetic,rul_partial,PC · 3 dead sensors,,,,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",0.7,,,3.0,0.0,13.932114764128949,2.4344829826173164,14.197685831189434,2.1479129788398947,16.276146041402257,4.962285139406804,27.30418378205752,3.610808065649185,27.656746017529258,3.1598469262208764,30.77058744992353,7.411017648171766,0.3977465977305545,0.01070686140525465,0.3734065543631651,0.01895252689283994
